DISCA,0.5
UNP,0.5252525252525253
FMC,0.0
CMA,0.53125
OKE,0.582089552238806
ETR,0.5268817204301075
HOG,0.5
AIV,0.5274725274725275
UNH,0.6666666666666666
HAL,0.4942528735632184
XRAY,0.5616438356164384
EOG,0.5581395348837209
MCO,0.5
PRU,0.62
BBY,0.5862068965517241
COST,0.5441176470588235
HBAN,0.5054945054945055
VMC,0.5113636363636364
TMO,0.5252525252525253
FISV,0.4444444444444444
WMT,0.5384615384615384
SYMC,0.49295774647887325
RJF,0.45454545454545453
EA,0.5714285714285714
ROK,0.5252525252525253
LH,0.5666666666666667
PNC,0.5
EQT,0.5555555555555556
SPGI,0.0
BF.B,0.6428571428571429
LLY,0.5526315789473685
HRS,0.43859649122807015
AJG,0.0
BXP,0.4868421052631579
AMD,0.5121951219512195
RHI,0.5753424657534246
AVB,0.4927536231884058
APC,0.5348837209302325
ORLY,0.5238095238095238
MCK,0.5147058823529411
BLK,0.5252525252525253
EQR,0.5609756097560976
DAL,0.4939759036144578
AYI,0.5211267605633803
GGP,0.5862068965517241
PRGO,0.524390243902439
EXPD,0.525
PFG,0.5
BBT,0.5333333333333333
MAR,0.5360824742268041
KLAC,0.5252525252525253
RMD,0.5306122448979592
MHK,0.4444444444444444
EMN,0.4
FL,0.5
GS,0.43859649122807015
PEP,0.6097560975609756
GPN,0.6666666666666666
CDNS,0.8
AKAM,0.5526315789473685
VZ,0.5441176470588235
EXPE,0.5492957746478874
MKC,0.5217391304347826
COG,0.5256410256410257
NUE,0.5176470588235295
NSC,0.5252525252525253
NTAP,0.5625
TROW,0.0
SIG,0.5252525252525253
VNO,0.5909090909090909
SYK,0.6
SHW,0.5257731958762887
CSX,0.532608695652174
IRM,0.4603174603174603
MAC,0.4444444444444444
UHS,0.5230769230769231
L,0.5555555555555556
ARE,0.5204081632653061
STZ,0.5208333333333334
CMI,0.5252525252525253
LNC,0.4230769230769231
WY,0.575
ROST,0.5189873417721519
NBL,0.5161290322580645
SJM,0.5194805194805194
WYNN,0.5614035087719298
K,0.5283018867924528
JEC,0.6363636363636364
AMG,0.5510204081632653
REG,0.5
ADI,0.5263157894736842
JBHT,0.5252525252525253
FB,0.7272727272727273
MSI,0.5116279069767442
URI,0.5252525252525253
AIG,0.4528301886792453
KO,0.5625
INTU,0.55
CMG,0.4864864864864865
ALK,0.6
JNJ,0.5252525252525253
PLD,0.5
VFC,0.5609756097560976
ACN,1.0
IT,0.5217391304347826
CCI,0.5409836065573771
BAX,0.5172413793103449
MA,0.5416666666666666
LB,0.5465116279069767
DVN,0.5176470588235295
IFF,0.0
ANDV,0.6
PDCO,0.5340909090909091
RTN,0.5212765957446809
HIG,0.6170212765957447
XEC,0.5208333333333334
GIS,0.4918032786885246
NFLX,0.5157894736842106
MSFT,0.5
CHTR,0.5764705882352941
DLTR,0.5161290322580645
CCL,0.5360824742268041
RE,0.5230769230769231
INTC,0.25
LLL,0.5252525252525253
C,0.5252525252525253
TXT,0.5252525252525253
FAST,0.5128205128205128
AET,0.5217391304347826
GE,0.5263157894736842
USB,0.5263157894736842
HP,0.5733333333333334
HON,0.5
EMR,0.625
CL,0.5384615384615384
ABC,0.5753424657534246
DRI,0.5512820512820513
WM,0.5
EIX,0.5384615384615384
FBHS,0.5222222222222223
FLS,0.5142857142857142
BEN,0.5057471264367817
AAL,0.5057471264367817
WDC,0.5272727272727272
ZTS,0.5252525252525253
FITB,0.625
JCI,0.4888888888888889
HII,0.53125
COL,0.5252525252525253
NLSN,0.5204081632653061
ED,0.5252525252525253
PVH,0.625
CME,0.5147058823529411
MRO,0.52
ALGN,0.5555555555555556
M,0.5252525252525253
CTL,0.5060240963855421
WHR,0.5342465753424658
DHI,0.5252525252525253
ADS,0.5245901639344263
VIAB,0.5254237288135594
PGR,0.42857142857142855
UAA,0.5340909090909091
SO,0.6
NI,0.5108695652173914
TEL,0.5252525252525253
PKG,0.5104166666666666
DE,0.5555555555555556
RCL,0.5333333333333333
D,0.524390243902439
NKE,0.5961538461538461
ZBH,0.5324675324675324
ILMN,0.5
MU,0.0
NOC,0.56
ROP,0.5252525252525253
LOW,0.5232558139534884
ABBV,0.5252525252525253
LEG,0.4909090909090909
TSCO,0.639344262295082
HCP,0.5306122448979592
SEE,0.5483870967741935
BLL,0.6111111111111112
TRIP,0.5257731958762887
ADSK,0.5185185185185185
PH,0.5252525252525253
BIIB,0.53125
T,0.49230769230769234
TSN,0.5
TWX,0.4918032786885246
CXO,0.4794520547945205
XRX,0.5208333333333334
GM,0.5142857142857142
AON,0.5
AAPL,0.5306122448979592
HOLX,0.46153846153846156
ADBE,0.5227272727272727
PPG,0.5882352941176471
CRM,0.5714285714285714
UPS,0.5625
MMM,0.5252525252525253
ETN,0.47058823529411764
CHD,0.5074626865671642
AME,0.5252525252525253
DIS,0.5131578947368421
BSX,0.5306122448979592
RSG,0.5116279069767442
SCG,0.527027027027027
KORS,0.5540540540540541
AWK,0.5204081632653061
MTB,0.5263157894736842
FDX,0.5252525252525253
KSS,0.5555555555555556
STT,0.6190476190476191
PSX,0.35714285714285715
PCLN,0.5058823529411764
AZO,0.5569620253164557
RF,0.53125
FFIV,0.5277777777777778
AOS,0.5252525252525253
STX,0.5396825396825397
DLR,0.527027027027027
SBUX,0.5333333333333333
AIZ,0.524390243902439
ATVI,0.7058823529411765
FLIR,0.5252525252525253
IVZ,0.5714285714285714
MCHP,0.5287356321839081
RHT,0.5
SNA,0.6190476190476191
SNPS,1.0
PXD,0.53125
FCX,0.5531914893617021
